DOWLKNUM,UTMX,UTMY,LON,LAT,mean.gdd_wtr_10c,ACCESS.avg.ann.gdd,MIROC5.avg.ann.gdd,IPSL.avg.ann.gdd,GFDL.avg.ann.gdd,MRI.avg.ann.gdd
19003100,475483.6171,4949787.6,-93.30945621,44.70104381,1857.071948,1918.690588,1947.534802,1912.5201,1926.888356,1803.645698
19005000,492277.0994,4969128.431,-93.09777587,44.87553242,1956.60566,2043.632607,2075.266467,2042.076925,2066.58663,1930.244214
19005700,487029.5739,4963190.544,-93.1640602,44.82200259,2001.252633,2050.318463,2079.671094,2044.64975,2069.351126,1936.057401
19005900,485624.2613,4962887.159,-93.18182704,44.81924455,2006.892993,2064.140622,2097.061429,2063.703709,2080.70685,1954.316746
19006700,486424.05,4960026.729,-93.17163483,44.79351007,2021.672316,2088.283243,2128.015214,2090.73814,2106.47479,1973.986326
19007200,488700.4561,4958560.615,-93.14282277,44.78035139,1961.329918,2025.425387,2068.649057,2017.481609,2039.979751,1909.393553
19007500,489816.4206,4959014.433,-93.12872643,44.78445354,1985.341907,2039.555695,2074.253619,2039.380325,2061.118853,1924.686402
19007600,489828.5119,4959429.509,-93.12858189,44.78819033,2000.248744,2057.058695,2087.47519,2054.379668,2072.343767,1939.936038
21005200,319448.2347,5085481.879,-95.32753287,45.89919642,1594.973722,1642.756774,1656.993003,1641.779893,1649.61892,1535.544408
21005400,318736.5117,5082842.145,-95.33570444,45.87527002,1687.042605,1744.923848,1762.203551,1747.339565,1754.190741,1637.372017
21005600,317887.6703,5088803.493,-95.34889399,45.928656,1596.844232,1643.283909,1655.160227,1642.379565,1649.285574,1534.803701
21013600,308344.7202,5099831.598,-95.47628518,46.02522522,1695.681003,1714.520803,1725.449402,1717.823114,1727.550994,1601.640446
21032300,292646.5587,5090806.243,-95.67498426,45.9395099,1773.286482,1834.891024,1843.947331,1820.509864,1838.73114,1714.854248
22002300,435218.7902,4836599.332,-93.80369273,43.67958036,2028.610687,2074.721543,2099.529396,2057.216084,2076.475821,1945.612044
22007400,413207.5862,4852371.912,-94.0792766,43.8193241,2027.114011,2093.626886,2122.856595,2083.717734,2099.991908,1976.966739
24001400,474747.9541,4830854.397,-93.31302759,43.63024949,1905.778645,1962.579238,1995.672986,1955.148804,1968.759939,1847.60953
24002500,467122.2397,4830865.651,-93.40755553,43.6300529,1927.679335,2045.531921,2072.09683,2029.854257,2046.39662,1913.839935
24002800,459546.8393,4821721,-93.50077453,43.54734281,1967.1288,2079.92663,2109.61596,2058.362263,2077.130663,1942.858372
24004400,454410.7188,4843590.554,-93.56619877,43.74395206,2010.935807,2086.525727,1931.372732,2077.512014,2096.602111,1961.8765759999999
27001400,479718.8188,4976527.898,-93.25706576,44.94189549,2007.371764,2094.566305,2136.321099,2101.483216,2127.27225,1985.926083
27001600,475926.2825,4974312.964,-93.3050303,44.92183855,1900.196834,1994.347768,2029.780916,1995.85538,2020.902686,1882.930749
27001800,481364.3643,4974205.996,-93.23612285,44.92103887,1970.349986,2057.515658,2086.843563,2054.1497210000002,2078.197376,1943.288097
27001900,480883.9376,4972829.157,-93.24215798,44.90863184,1997.253616,2085.053842,2117.25127,2087.587585,2116.068082,1974.781907
27002200,478733.0637,4971920.242,-93.26936627,44.90038879,1929.366146,2042.871176,2079.796983,2031.389134,2057.328181,1923.320695
27002900,472554.9237,4968393.863,-93.34742598,44.86843315,2134.868468,2218.732166,2254.731422,2221.194083,2236.392035,2098.790595
27003100,475395.1173,4976539.934,-93.3118689,44.94186734,1888.743312,1974.209289,2006.160892,1977.439634,1991.30275,1860.06432
27003501,473325.2551,4982263.415,-93.33840694,44.99331443,1993.47325,2084.188908,2115.949933,2081.690544,2099.598821,1968.541895
27003502,473511.8638,4982112.826,-93.33603166,44.99196585,1913.314229,1991.422111,2021.430653,1989.860168,2006.015136,1875.260312
27003700,474491.7917,4980985.527,-93.32354329,44.98185403,1926.636474,2008.131337,2035.27098,2004.455256,2019.856305,1888.148877
27003900,474634.7607,4978543.587,-93.32160704,44.95987722,1940.610345,2027.118049,2062.352525,2028.544794,2044.504938,1912.28836
27004700,469736.6942,4964913.818,-93.38289342,44.83699183,1941.177037,1986.163413,2017.744787,1989.413858,2000.130213,1873.131196
27004800,470886.7537,4963220.205,-93.36824601,44.82179376,1978.035735,2026.527477,2058.238282,2017.955927,2032.944871,1904.899134
27006100,469048.0028,5003325.429,-93.3939699,45.18273207,1968.83936,2050.336412,2078.160493,2047.761975,2065.754096,1929.551625
27006900,461179.8475,4969570.841,-93.49150821,44.87849924,1902.672593,2037.152294,2069.146385,2034.711945,2041.796071,1911.157631
27007000,460770.4842,4967261.896,-93.49651231,44.85769217,2004.3226,2059.671425,2088.196581,2059.115517,2073.146262,1942.879697
27007100,461076.5578,4968472.695,-93.49273157,44.86860832,2000.39145,2052.046775,2079.427538,2049.558563,2067.890757,1936.760632
27007600,462432.439,4966108.018,-93.47539289,44.84739464,2016.2772,2079.877965,2108.403153,2079.463414,2091.657217,1960.399156
27007800,464051.5632,4964993.522,-93.45482565,44.83744551,2067.807035,2143.666277,2169.47801,2146.229631,2163.623096,2023.526276
27009800,465885.2662,4989149.605,-93.43325864,45.0549827,1932.080842,2061.260786,2091.344714,2061.889674,2077.847317,1944.63731
27010200,465898.2701,4987509.229,-93.43298209,45.04021733,1921.010219,2043.997942,2073.47638,2038.805664,2061.02559,1926.639308
27010400,466900.027,4983747.102,-93.42001565,45.0063995,1894.288384,2024.904766,2055.695888,2029.611212,2043.383543,1912.120518
27011101,467476.214,4991303.386,-93.41319372,45.07444502,1922.580449,1991.548484,2026.878104,1997.710696,2012.96531,1883.666408
27011102,466995.1951,4990376.854,-93.41924361,45.0660825,1957.737171,2026.209116,2061.324154,2030.992939,2046.796876,1914.94976
27011700,460555.5178,4995288.768,-93.50142744,45.10996725,1832.538382,1913.241141,1945.346581,1912.412475,1927.765281,1800.16855
27011800,463526.1034,4993273.079,-93.46351912,45.09198263,1936.736565,2013.368608,2046.105749,2017.498574,2030.907144,1903.801873
27011900,465291.521,4992369.64,-93.44102186,45.08393915,2035.772747,2154.212323,2182.553573,2162.085312,2173.956379,2038.535877
27013301,461073.933,4977962.432,-93.49349529,44.95403226,1844.111015,1958.601438,1983.451627,1958.087864,1973.554213,1842.135156
27013303,458150.0187,4974879.752,-93.53030694,44.92611691,1844.111015,1958.601438,1983.451627,1958.087864,1973.554213,1842.135156
27013304,456389.7931,4972800.373,-93.55243145,44.90729334,1844.111015,1958.601438,1983.451627,1958.087864,1973.554213,1842.135156
27013600,457807.3325,4971438.802,-93.53436204,44.89512235,2082.167574,2201.967577,2237.244073,2206.161439,2221.52895,2074.892838
27014100,455672.4016,4978808.145,-93.56204583,44.96132857,1986.027706,2101.668607,2130.806684,2098.675107,2115.945382,1985.622634
27015700,454890.1517,4983713.633,-93.57240302,45.0054361,1966.543703,2111.695982,2142.267855,2114.057748,2132.70156,1994.105662
27016000,456036.4519,4981877.481,-93.55769785,44.98897994,1929.371581,2043.622345,2078.689162,2044.569514,2056.134123,1931.923896
27017600,448815.4909,4986499.159,-93.6497638,45.03009717,1823.3725,1950.958494,1976.022739,1950.13147,1958.067528,1838.2769
27018100,446298.9464,4976966.187,-93.6806916,44.94410172,1914.424068,1998.497741,2021.311561,1988.995954,2000.952792,1882.977052
27018200,446751.4773,4975741.181,-93.67482673,44.93310899,1958.50636,2054.043803,2085.640627,2047.944708,2065.728173,1945.355613
27018600,441467.0802,4971497.597,-93.7413001,44.89449585,2008.840799,2141.54819,2172.662346,2138.648,2141.890104,2026.484182
27018800,442915.8451,4987214.079,-93.72473262,45.03608164,1887.876597,2054.939626,2078.573923,2044.512574,2055.532616,1936.729985
27019101,445668.572,4990708.434,-93.69016518,45.06775142,1848.416634,1975.09029,2001.631512,1968.160117,1981.497891,1860.050759
27019102,447556.8013,4989703.924,-93.66607589,45.05885204,1848.416634,1975.09029,2001.631512,1968.160117,1981.497891,1860.050759
27019200,441575.5256,4990431.648,-93.74212217,45.06493403,1874.698924,2002.003704,2030.82498,1998.480469,2010.34959,1891.366817
27068300,480274.036,4971094.337,-93.24981637,44.89299835,1990.651652,2078.276116,2110.855254,2081.394621,2108.029351,1974.468599
27071100,469335.8538,4979676.276,-93.38885959,44.96986448,1894.941427,2031.589153,2066.374003,2024.557401,2034.463215,1906.460011
27073400,466418.1019,4979524.679,-93.42584925,44.96836787,1861.883079,1993.369443,2034.939236,1983.370846,2004.48003,1872.318801
29002500,365394.731,5204181.422,-94.76980163,46.97747805,1512.336142,1619.415183,1638.112969,1648.932295,1640.803157,1534.853842
29004500,366550.0103,5205435.954,-94.75498859,46.98899574,1476.139033,1558.871216,1570.700951,1585.26896,1575.895789,1469.446653
29007500,366686.8893,5224841.821,-94.75892535,47.16356766,1408.999773,1505.227793,1523.75229,1533.135935,1523.588323,1421.327948
29009300,358083.3179,5198956.483,-94.86424873,46.92895876,1503.4315,1581.230898,1591.445943,1604.101828,1595.557034,1485.999331
29010103,357213.3235,5210928.864,-94.8794421,47.03645118,1384.316608,1465.520852,1471.515853,1488.071402,1476.607218,1368.619511
29013000,360455.1879,5224657.8,-94.84104627,47.16062098,1451.460861,1510.982311,1516.996948,1538.789569,1529.384607,1414.810941
29015700,345319.7333,5185858.651,-95.02736886,46.80831366,1486.695985,1524.137343,1531.044796,1535.081456,1527.985616,1426.144739
29016100,347737.15870000003,5194997.873,-94.99875189,46.89106421,1453.842016,1563.43177,1581.895892,1596.272116,1587.06053,1475.68473
29021700,348823.5182,5228178.639,-94.99560008,47.18971567,1387.056971,1440.03058,1446.478232,1458.438728,1448.719168,1346.621358
29024100,349713.6153,5245479.257,-94.98968176,47.34550283,1435.362541,1559.767425,1569.344303,1587.569711,1581.234029,1461.180439
29025000,338695.4017,5203542.845,-95.12039383,46.96577351,1562.214094,1656.475669,1667.184981,1679.591103,1675.588288,1558.507272
29030900,336301.737,5244849.983,-95.16688834,47.33662567,1436.932833,1508.211283,1520.425045,1536.694494,1537.249987,1411.769501
30000900,493232.0582,5028964.684,-93.08649634,45.41416939,1932.628367,2038.368764,2084.672876,2033.511276,2069.324056,1942.335771
30002200,488125.7097,5046730.016,-93.15218693,45.5740091,1809.496913,1791.370608,1825.095037,1807.069287,1813.669844,1696.601024
30004300,485448.7306,5044651.955,-93.1864344,45.55525364,1720.193455,1699.125396,1726.830584,1705.799736,1711.723933,1597.842191
30004400,481799.8202,5053622.779,-93.23351944,45.635913360000004,1875.186287,1937.788212,1963.654325,1943.050904,1955.783158,1839.47034
30007200,473012.8948,5035701.332,-93.34527009,45.4743184,1946.72527,1975.054343,2013.83638,1975.007171,1998.366458,1873.409434
30008000,474179.1928,5039191.81,-93.33053257,45.50578033,1953.238347,2025.557698,2064.604308,2025.181738,2052.355995,1926.926152
30008300,476291.0688,5044683.191,-93.303764760000007,45.55528306,1689.731049,1614.026877,1640.029909,1611.693592,1622.74518,1521.357284
30011400,462025.5171,5038711.519,-93.48607003,45.50090121,1902.670321,1922.324573,1959.037142,1931.683125,1948.312274,1818.95743
30013800,463352.1049,5054196.138,-93.470252060000007,45.64034494,1851.530406,1847.556613,1878.051481,1861.389156,1870.560318,1749.073232
30014300,464501.5541,5055854.436,-93.45562423,45.6553304,1886.412729,1896.015812,1923.569686,1903.043736,1915.574163,1793.545225
31019000,476043.1676,5239325.143,-93.3169353,47.30696056,1457.753901,1544.429969,1554.570241,1563.320358,1549.861823,1455.211726
31019100,475734.9307,5238414.911,-93.32096346,47.29875881,1457.753901,1544.429969,1554.570241,1563.320358,1549.861823,1455.211726
31037000,459656.0002,5233546.116,-93.53319783,47.25415674,1497.518414,1600.270374,1615.170421,1623.268631,1612.089533,1515.662671
31037200,460063.4624,5232616.422,-93.52772982,47.2458163,1490.603493,1568.124169,1584.192893,1595.229925,1584.68584,1487.221864
31037300,458525.5407,5232579.362,-93.54804787,47.24538744,1470.707515,1543.99484,1561.017251,1567.822633,1556.0599,1458.596877
31055400,449140.6203,5222846.492,-93.67094822,47.15715254,1410.264543,1512.323364,1530.280868,1537.095974,1516.830303,1430.237182
31057600,450645.7713,5240809.853,-93.65307635,47.31889792,1428.06178,1535.568941,1559.652575,1557.828125,1562.9818,1451.721125
31082400,427002.9179,5270350.243,-93.97076898,47.58245646,1445.017543,1540.137834,1554.484814,1558.497183,1559.266464,1444.456728
31082600,424231.5259,5274125.994,-94.00827169,47.6161069,1445.017543,1540.137834,1554.484814,1558.497183,1559.266464,1444.456728
31092100,403240.0646,5272901.907,-94.28727567,47.60230072,1521.189956,1599.46742,1607.622466,1618.240552,1607.484348,1501.636803
31092800,397044.2697,5260943.002,-94.36687962,47.49377194,1525.6795,1655.518958,1675.948176,1676.433441,1670.544757,1559.164927
31093400,394654.1683,5277474.805,-94.40256698,47.64209584,1441.00753,1536.633093,1553.688558,1555.622936,1544.465979,1447.00137
32002000,330437.9296,4822561.825,-95.09863826,43.53674561,1888.246992,1935.134021,1952.797004,1905.417244,1939.051216,1804.34076
32004500,322845.3594,4845812.801,-95.20016801,43.74418215,1901.859889,2006.481013,2030.980591,1967.232113,2005.515024,1870.835846
32005300,322421.8307,4850450.315,-95.20695836,43.78580542,1912.23905,2060.986037,2080.600533,2018.139996,2055.257713,1921.504
32005702,318573.5347,4846494.339,-95.25341197,43.74928062,1914.158677,1972.734911,1991.504274,1939.968825,1981.216532,1840.553396
33000100,493455.6079,5109486.656,-93.08472989,46.1389247,1748.68781,1742.536442,1759.909721,1745.190633,1758.389268,1634.860119
33000900,485891.8121,5095686.201,-93.18224823,46.01460362,1653.674861,1597.834802,1609.877969,1598.52569,1607.228732,1494.345916
33001500,486364.1991,5082708.805,-93.17577632,45.89781181,1741.916041,1805.227105,1832.341724,1812.519093,1832.393866,1705.158272
33002800,476827.2225,5091724.46,-93.29915023,45.97870035,1754.529443,1754.715808,1771.23737,1761.955539,1771.111703,1653.092955
33003200,471588.5988,5066096.801,-93.36526359,45.74784473,1827.057799,1739.367451,1764.673307,1751.420689,1763.305327,1650.475542
33003600,475123.2219,5075249.995,-93.32029393,45.83036463,1744.249808,1735.189863,1759.151749,1735.590297,1749.846595,1639.410011
33004000,468170.6092,5084680.848,-93.41043261,45.9149593,1688.474116,1755.921768,1782.783855,1765.727989,1778.090669,1664.331539
34003200,359420.3805,4993686.854,-94.78623021,45.08267728,1834.358727,1999.137536,2009.47896,1979.74345,1990.907254,1870.610587
34006200,356269.3698,5014908.33,-94.8323628,45.27297489,1666.933838,1818.028529,1834.762345,1797.682328,1808.760372,1689.746268
34007600,353179.2346,4993604.079,-94.86546588,45.08066499,1795.165383,1976.809997,1992.988184,1954.652159,1965.028021,1851.50521
34011500,344790.422,5009877.457,-94.97704753,45.2252754,1730.552886,1875.95784,1893.304765,1853.286489,1873.63459,1742.716305
34011600,343572.316,5010503.949,-94.99275129,45.2306418,1759.261903,1874.243785,1886.419121,1854.458864,1878.273865,1749.377348
34011700,343655.7922,5009573.065,-94.99139598,45.222286,1732.208909,1876.769604,1892.009288,1860.376956,1875.557576,1744.207641
34011900,347375.7174,5008251.812,-94.94363692,45.21121565,1702.110086,1801.643566,1814.587924,1783.208448,1803.684271,1672.793013
34018600,340668.6108,5002489.357,-95.0271565,45.15789153,1851.251806,2006.072655,2025.391498,1979.949802,2005.552365,1869.782597
34019200,340163.6761,5007526.113,-95.03519094,45.20308779,1777.380185,1895.421043,1912.116039,1876.205087,1895.777795,1764.959061
34019600,340511.7303,5003815.869,-95.02957506,45.16978941,1855.821658,2009.892135,2022.5013960000001,1996.901673,2012.499387,1875.985677
34020400,337838.7254,5011143.133,-95.06595379,45.23509427,1746.777815,1822.503741,1836.535246,1803.924824,1821.220157,1695.327831
34020600,339783.6144,5019417.286,-95.04386259,45.30997204,1755.411032,1908.821308,1918.610526,1885.245483,1907.393141,1782.317626
34020800,337301.6185,5019501.14,-95.07553196,45.3101555,1819.666318,2006.97457,2019.658276,1990.222909,2007.962022,1877.843741
34021700,338585.3168,5013040.328,-95.05706438,45.25233255,1740.826802,1882.947205,1889.317937,1862.10471,1881.907021,1757.706482
34022400,335557.2878,5022013.706,-95.09860396,45.33235054,1734.321772,1814.770878,1823.585995,1800.884149,1821.712982,1689.033906
34024500,333118.2222,5005479.628,-95.12415468,45.1830454,1855.284439,2015.265991,2034.164639,1996.714775,2017.546935,1881.966057
34024600,334980.1001,5004891.79,-95.10027732,45.17819566,1833.868144,1983.902811,1997.519784,1964.153163,1985.154771,1851.683851
34028300,331527.1545,5001887.935,-95.14318,45.15035849,1809.872082,1946.543634,1961.692837,1918.479993,1938.040047,1812.596464
38026000,637560.5355,5271908.94,-91.1704754,47.58599732,1412.635756,1158.179169,1182.015423,1179.048623,1168.827734,1078.238257
38039300,629792.7656,5275713.149,-91.27260888,47.62181227,1292.760958,1304.201938,1326.262681,1325.166429,1326.821669,1228.190523
38040600,628590.6963,5245011.233,-91.2975473,47.34591891,1474.143218,1236.672369,1253.305028,1256.29494,1248.983888,1157.182688
38053900,613954.9401,5254711.015,-91.48874836,47.43588253,1214.914398,1156.95719,1169.108435,1161.096503,1157.844447,1079.940987
38065600,602947.4552,5263705.476,-91.63258487,47.51862281,1329.249188,1368.142998,1377.983917,1379.65591,1378.877008,1292.498305
38066400,602690.8698,5284619.213,-91.63109043,47.70678737,1280.796494,1302.302967,1309.925955,1310.508097,1306.782701,1219.163108
38068600,609012.7341,5277133.822,-91.54871299,47.6384216,1385.219744,1510.716067,1524.509174,1525.826537,1523.869978,1430.218698
38074400,594384.5494,5226696.487,-91.75415533,47.18698728,1369.442938,1174.835461,1191.20574,1187.689774,1175.962214,1095.102503
40000200,456956.1441,4897204.745,-93.53893673,44.2268002,1956.660444,2034.001808,2068.335035,2020.229294,2041.442303,1909.519201
40003100,451494.0362,4897656.66,-93.60736407,44.23052552,1923.721501,1992.220563,2024.921326,1981.392385,2003.921884,1868.453171
40003300,448915.3369,4912955.992,-93.64114826,44.36808112,1894.024779,1908.739727,1945.422994,1898.127241,1925.094098,1785.526472
40005100,446861.8396,4897534.563,-93.66534971,44.22910325,1906.770786,1901.689636,1936.814765,1889.098309,1915.114056,1778.662756
40006300,442012.6682,4902673.112,-93.72663155,44.2749927,1989.784453,2044.650446,2076.420125,2034.880385,2060.010424,1924.621562
40009201,439258.8941,4902672.794,-93.76113574,44.27476513,1852.709159,1870.472479,1898.284081,1848.265077,1869.142679,1741.822869
40009202,434161.9817,4902634.203,-93.82499304,44.27397434,2039.041695,2078.786217,2107.872694,2066.35407,2093.506955,1958.481377
40010400,434928.8365,4904298.126,-93.81559203,44.28902222,1861.668474,1888.143665,1915.740713,1867.78883,1886.927011,1761.292169
40011700,430413.1383,4900376.834,-93.87166288,44.25330449,1991.950153,2036.322615,2062.415205,2025.048137,2046.904003,1913.017109
40012400,426829.2869,4906709.285,-93.9174363,44.30995729,1977.836567,2014.106609,2039.036826,1998.918087,2026.515451,1891.78354
41002101,253265.9569,4916765.493,-96.09634051,44.36218967,1830.693489,1908.426147,1926.347563,1878.400518,1916.386796,1783.306685
41003400,247511.7916,4920178.964,-96.17009949,44.39089456,1722.309515,1836.768238,1851.418092,1796.497569,1838.733511,1706.532717
41004300,241464.6749,4909381.575,-96.2405481,44.29171072,1754.794933,1763.262848,1774.013127,1729.107265,1768.230908,1637.904666
41008900,232570.0368,4922309.079,-96.35848456,44.4046815,1767.077503,1805.256786,1816.90821,1776.642304,1818.866142,1683.701966
43009800,385658.1651,4961639.42,-94.44570999,44.79900549,1956.747285,2030.971749,2059.216314,2018.272528,2033.563533,1907.360899
44001400,299802.1232,5234429.728,-95.64487904,47.23281372,1465.133418,1508.752464,1510.957978,1529.364262,1523.192111,1405.160871
45000100,286472.812,5374824.545,-95.89010101,48.49023509,1438.67726,1428.994213,1414.791468,1445.878142,1431.921821,1337.279744
46002400,381613.0899,4835394.751,-94.46830817,43.66212868,2029.527434,2136.907484,2164.590793,2119.348704,2145.147509,2019.312825
46002500,381488.8933,4834149.727,-94.46957465,43.65090232,2004.196783,2088.654292,2117.469534,2071.869879,2098.10007,1970.839693
46003000,381702.7238,4832944.864,-94.46666,43.64009126,1997.760179,2084.673904,2111.655738,2072.330742,2094.54823,1970.849382
46003100,381504.7219,4831004.322,-94.46868855,43.62259267,2002.91439,2086.031698,2115.12313,2068.140951,2090.21831,1969.088669
