DOWLKNUM,ACCESS.avg.ann.gdd,GFDL.avg.ann.gdd,IPSL.avg.ann.gdd,MIROC5.avg.ann.gdd,MRI.avg.ann.gdd,UTMX,UTMY,LON,LAT
46003400,2605.424300867294,2411.784714574682,2586.2741704158757,2724.5985134283183,2426.925724777283,381093.7568,4829307.407,-94.47340754,43.60725297
46010900,2471.006327690786,2274.1956389779625,2454.003044002696,2579.456872138465,2292.2519078693663,363100.15870000003,4837403.671,-94.69833427,43.67702985
47002600,2369.0476325764885,2190.8802324764633,2374.64030051762,2490.5449964317154,2194.6585116522906,397866.2809,4995498.84,-94.29824835,45.10557959
47003200,2428.854432301018,2246.3883784226696,2438.287218365369,2552.3396017613923,2254.2047131449767,397975.2524,4993364.933,-94.29642887,45.0863913
47004600,2412.4449019526182,2229.2162767989535,2422.262344373855,2533.70700986162,2238.4273284688693,391692.6105,4991589.911,-94.37585655,45.06948349
47005000,2340.8784604410052,2156.0797006468383,2348.4310368546867,2457.917338515093,2163.920532381977,386200.9021,4990291.544,-94.44530294,45.05693791
47006400,2396.1449978435717,2213.949816030024,2405.6273717360164,2518.2629711123323,2222.543998603695,388068.5447,4985112.44,-94.42043671,45.01062832
47009500,2437.722520521469,2248.4265639860464,2436.634678410931,2557.151209448754,2255.6383434735635,386631.837,5014501.227,-94.44533141,45.27486529
47013800,2326.1551138928107,2148.618763022964,2339.994673038417,2445.3250354415304,2156.997067569193,376468.983,4993804.625,-94.56972368,45.08691932
47017700,2468.564028217256,2282.143487530143,2478.728855601649,2586.124899807225,2293.878538862441,368685.5883,4996004.87,-94.66916424,45.10531503
47018300,2525.274040235402,2334.14702947757,2531.0184079184046,2647.4155932845133,2354.796637340404,370021.685,4993414.21,-94.65151577,45.0822511
48000200,2099.2736408431724,1945.3133519593264,2108.6959427279417,2197.695317148977,1928.6687078637192,450184.7693,5121183.206,-93.6461671,46.24239952
48001200,2114.4771485781507,1968.474205936015,2118.857245217368,2214.2017333984872,1947.4244650693577,444369.8722,5106296.166,-93.71983774,46.10797461
48001400,1976.2231096826165,1834.866310655676,1979.17713593587,2070.1212023659104,1814.8822109606283,440235.6818,5110611.134,-93.77387181,46.14645701
49001600,2120.176237720248,1970.9338979507056,2128.1803121365588,2218.042926480307,1950.1432415798267,427286.0121,5109597.31,-93.94137711,46.13607563
49014000,2127.745170659537,1966.4626449272569,2135.5036751342486,2235.875482342087,1960.1636928055732,372932.1521,5074678.899,-94.63555172,45.81396629
51001800,2481.635984872652,2286.792464321418,2495.240264833436,2598.2487690740963,2310.392410582039,293475.8214,4883690.943,-95.57926687,44.07727971
51002100,2322.0968425013707,2135.6431351093806,2325.94500286674,2424.0510925863937,2146.840313474571,291105.347,4859036.975,-95.59914798,43.85486383
51002400,2442.1961420014995,2251.575457000049,2448.907333318015,2554.63676537591,2268.8205860856624,286296.2514,4869764.462,-95.66322224,43.94997014
51006300,2449.068475518901,2251.559439752734,2453.864511408479,2558.405609251098,2268.7415360170644,278703.832,4892734.895,-95.76734352,44.15429852
51008200,2330.436748163306,2140.1644811826654,2340.187005648967,2437.9963120408975,2143.7452994078253,264417.8409,4894357.579,-95.94649172,44.16442371
56038300,1969.1569021148696,1830.2995428667,1980.6833618811545,2079.5772828602817,1815.7330373244024,288040.9302,5150577.124,-95.76114355,46.47542385
58000700,1954.0923855846836,1810.6774682471548,1953.4523817190511,2044.684630147396,1803.885336106701,544630.3255,5100010.75,-92.42307818,46.05221508
58002400,1932.3678780323355,1783.8929800164262,1933.0817658697465,2022.207269230517,1772.864791324812,538305.577,5102157.433,-92.50466006,46.07191847
58002900,2151.8896822939,2000.197554619479,2149.6211032675274,2251.9548676053555,1990.5634011466716,543222.6926,5102524.139,-92.44104506,46.07492552
58004800,1974.329553667968,1829.7328514720164,1973.6851808991416,2067.3974756038915,1822.144384824188,531169.5162,5137166.212,-92.59462291,46.38735161
58005800,2056.571248518895,1903.566059457916,2056.262066476617,2153.0939891790667,1893.1696881559153,516257.8345,5129483.222,-92.78882226,46.31872983
58006200,1919.2184539204884,1777.4728135400453,1917.7174136000904,2005.4330966908665,1765.8934759519711,519178.3673,5139222.266,-92.75048825,46.40630182
58006700,1874.6782789607505,1728.7911030373311,1876.2103505593584,1959.4409801937832,1720.0750447073926,518683.0705,5136156.703,-92.75705448,46.37872672
58008100,1844.7010574472104,1703.2820271697854,1844.550945009947,1927.3151391464744,1693.5987774784232,517185.959,5140120.847,-92.77637634,46.41444233
58011900,2223.2338765393984,2060.5698758538447,2219.4924771278097,2335.535022437169,2049.828355574185,504340.4653,5077660.977,-92.94409341,45.85250013
58013000,2058.674616455933,1916.7802187740167,2059.6765467218256,2156.047238116198,1900.447154695788,499035.5942,5114971.194,-93.01249729,46.18831673
58013800,2051.3679509547874,1907.6151487991049,2055.1125932798464,2149.971985611581,1889.1363620761567,496338.0632,5117197.223,-93.04747059,46.20834188
60003200,1967.349479420947,1842.7239894781453,1986.334667143957,2069.098678334722,1832.4725173018896,299423.8349,5276728.811,-95.66903288,47.61289903
61000600,2187.2520955387427,2021.4612599134557,2197.9962235721273,2294.162072364773,2029.9071772867464,326348.9978,5037747.006,-95.22157518,45.47164521
61004100,2178.8440223868106,2006.2615960863027,2185.107909030491,2283.748438744549,2014.2722042815144,316412.2831,5035955.235,-95.34792497,45.45298838
61004300,2343.6926120230023,2172.9883547052855,2353.370382295385,2461.535464467735,2184.144967320768,317757.5669,5034810.398,-95.33031011,45.44304424
61007200,2310.328590086563,2139.345672865686,2321.156686399135,2426.070425550422,2147.6981407698954,315160.4219,5038506.573,-95.36488122,45.47560376
61018000,2277.4894369752305,2112.3494897163614,2289.9558365907674,2383.162726999653,2120.4654223084717,293305.369,5043718.178,-95.64641141,45.51633555
62000200,2489.253259337415,2310.596474626094,2492.106965865323,2627.844861815971,2308.293027409646,498754.0283,4995658.276,-93.01584031,45.11439312
62000600,2602.3816494636035,2423.8050945141053,2606.0041840691524,2744.2996201100755,2428.3278840904336,495486.0615,4985661.028,-93.05729668,45.02438645
62000700,2488.831180575176,2303.8114623492916,2486.561115530171,2623.685537447291,2304.70146710848,494430.8053,4985183.351,-93.07068604,45.02007895
62001200,2558.722547757357,2372.8186114165037,2565.3077178193557,2702.4990509967747,2385.767623467199,495060.6552,4982295.043,-93.06266343,44.99408333
62001600,2595.1677545824286,2410.2154927110096,2596.4211017163548,2735.470382201842,2413.0811945030173,499630.106,4979969.67,-93.00469099,44.97316752
62002400,2308.7954715896026,2135.7462696954076,2309.986261171978,2435.442630017558,2134.870670390614,496749.9185,4992090.752,-93.04129583,45.08227272
62003400,2636.4781522198286,2461.8326757315563,2648.598388614585,2787.787168511103,2464.271430542967,498599.2902,4990702.299,-93.01779367,45.06978021
62004600,2411.2901856987983,2233.9658094213414,2412.7340486648673,2545.5877652354607,2229.365633446259,492242.8232,4993756.966,-93.09858912,45.097236530000004
62004700,2270.9414367209715,2090.591207442292,2268.9073418342305,2389.636164788598,2086.3782199011084,488133.1684,4972324.317,-93.15031492,44.90424505
62005500,2571.776171963041,2384.7261882868374,2569.8416183891773,2709.936714013342,2386.36051672594,488925.9806,4980691.442,-93.14045608,44.97957862
62005600,2463.6531262111625,2283.3157717501767,2462.1757696341097,2598.5132105619814,2281.985534377049,490348.6549,4986864.481,-93.12253021,45.03516843
62005700,2426.072721193545,2244.9727432578266,2426.102971300949,2558.2071056613495,2243.2720385237963,487930.1432,4986932.059,-93.15323634,45.03573969
62006100,2384.418949335851,2208.376355244242,2386.714258954119,2517.5567998120773,2202.322356048469,489174.3725,4993988.452,-93.13759222,45.09927999
62007800,2526.686877459253,2343.8044203841623,2526.7302471578064,2664.918201909854,2343.6453370147715,486581.735,4987764.975,-93.17037762,45.0432132
62008300,2587.7224829304137,2404.6998671701026,2589.4477970045377,2728.732867027796,2404.3611443801506,482385.7753,4987894.364,-93.22365975,45.04428602
65001300,2480.7309012239484,2293.403765496091,2490.0297175122373,2599.137789895093,2310.4635454123613,373598.5006,4970558.902,-94.60035368,44.87723731
66001500,2511.748478483458,2307.875971962936,2490.0897019550625,2635.009796169052,2316.1997386990843,470440.0236,4911175.468,-93.37090492,44.3532484
66001800,2495.4720577861485,2295.182587814092,2472.780862346417,2614.502316499149,2302.8676811076107,472459.7578,4908332.502,-93.3454124,44.32773321
66002700,2410.1129582189396,2226.1585746578776,2390.452240626507,2531.774289340226,2236.055687704975,472757.3213,4918054.919,-93.34218967,44.41527303
66003900,2523.061028983868,2320.34320055299,2501.631965319506,2645.471286709815,2328.7577582681806,468431.2484,4913346.36,-93.39624123,44.37270771
66004400,2514.990900038356,2319.4656512586607,2495.377310880802,2639.6867632462663,2327.034875919847,459775.2682,4898291.313,-93.50372432,44.23674341
66004700,2529.6268696484926,2326.5401786698817,2512.999061145787,2651.5327313848943,2334.8117428767614,464438.385,4908886.66,-93.44605236,44.33237362
66005200,2479.760189595537,2279.188811483171,2461.1188517927326,2598.716090483559,2285.814101536148,465804.6552,4904676.735,-93.42863963,44.2945383
66005500,2491.0971413891784,2292.807493902606,2472.5007911915504,2612.1631135871735,2298.2800662295667,464843.6461,4913075.283,-93.44125213,44.37010222
66006200,2584.5945833300543,2396.056086161825,2567.410701271305,2719.9789292258492,2410.9396213152754,460101.5291,4922468.8,-93.5014911,44.45442205
69000400,1753.7740874756705,1630.7952659357516,1780.8339417238203,1848.7672036814376,1635.956177974335,590212.2492,5302852.881,-91.79360433,47.87267245
69004400,1661.0277322926584,1535.1267486027368,1681.2854115998605,1751.2075508529151,1554.4924967898762,585278.6068,5257057.132,-91.86850742,47.46137082
69005400,1689.7501862109295,1572.4575988555894,1715.9762611197452,1780.83567098185,1529.483142264242,584051.296,5293984.102,-91.8776987,47.79372745
69014300,1720.084129262205,1590.2604942149435,1739.510484789651,1815.255102192384,1610.1016743693058,579822.5965,5236829.54,-91.944523040000007,47.28008184
69025400,1677.9252377535445,1557.2410088704426,1704.12868960286,1767.7479615662037,1561.2857990863254,568794.6222,5292460.098,-92.08162612,47.78182787
69037100,1744.200729382162,1613.1086301468538,1743.807524476869,1819.152591478222,1622.2812097268452,562252.7743,5193688.56,-92.18277595,46.89381635
69048900,1754.692098887519,1620.9535880302074,1754.5547829272855,1831.518892564142,1630.5663074747838,552569.0639,5194141.779,-92.30983635,46.89873141
69074100,1785.7449780882416,1679.2970204410249,1816.6123837538564,1888.8036962624255,1682.9789681440836,525223.2732,5314557.952,-92.66197147,47.98382706
69074200,1812.0617132560503,1698.7222510093447,1841.1204490010784,1913.504808287409,1698.0221635744151,525535.0028,5321038.101,-92.65740795,48.04211663
69081000,1795.4760632290545,1678.585427433939,1824.2905993436389,1892.588264232687,1673.7547021083917,518967.3812,5337829.601,-92.74477467,48.19341724
69084100,1720.2391569750191,1606.4510413829703,1747.1699371172283,1812.809205114518,1605.496035616992,507013.0184,5323188.277,-92.90587332,48.06193421
69084800,1989.4611196229405,1849.4278408442003,1992.5218822725249,2079.9160630173246,1838.0710668346576,507254.1685,5181978.873,-92.90495196,46.79131824
69092500,1743.4982743122955,1634.2105786884042,1773.439682371884,1841.874635458561,1636.5239813830394,502128.6589,5275146.122,-92.97166614,47.62971333
70002200,2492.2017912774995,2314.867242385614,2487.091768567878,2629.639707442853,2317.821847536554,469003.5153,4948892.56,-93.39119485,44.69273556
70002900,2630.625696201114,2440.756135453761,2621.157586338565,2769.992274227422,2453.8121587573346,465648.1492,4941618.001,-93.43305276,44.62709558
70005000,2572.223091660525,2388.9908411020406,2567.82613058928,2709.215474939984,2392.312676281748,467196.8223,4942383.644,-93.41357905,44.63406046
70005200,2573.2109178352234,2389.4009897792976,2569.3347484137253,2710.672403839777,2397.29189125282,462264.6288,4942151.172,-93.47574454,44.6317256
70006900,2520.7979433651853,2333.320428071603,2513.7528335418583,2650.8406294025935,2336.355829193882,463511.23,4944353.954,-93.46018539,44.65161987
70007200,2428.632623734293,2244.224233251852,2420.0088183607163,2554.4121867205627,2243.1085674055216,464590.3616,4951202.657,-93.44705002,44.71332699
70007600,2694.5598708278803,2506.890730498216,2688.659353866159,2837.558866498862,2518.4180626053644,465950.0664,4955479.221,-93.4301694,44.75189093
70009100,2477.0477181953893,2288.775260757144,2462.649833879121,2603.5192221755233,2297.340092562525,458446.6306,4937560.236,-93.52350622,44.59018658
70009800,2561.2330993874016,2371.211826800332,2543.3741852515445,2692.722663196058,2383.0660264387175,455285.7389,4939342.274,-93.56348159,44.60603925
71001600,2453.26072536492,2276.103905945067,2452.537450198372,2580.625286599364,2270.987406287568,454934.5412,5033813.618,-93.57637997,45.45639434
71005500,2441.216007648381,2267.590074208392,2445.599224382746,2567.265620906757,2259.957810782526,451028.3816,5037227.586,-93.6266767,45.48685924
71008100,2249.805696545058,2081.564257631645,2248.9393401091725,2366.198311773251,2070.2800105214433,440642.8916,5021749.972,-93.75770089,45.34674693
71008200,2249.805696545058,2081.564257631645,2248.9393401091725,2366.198311773251,2070.2800105214433,440918.5712,5020853.573,-93.75407499,45.33870209
71014500,2459.759126775718,2284.427190016106,2463.467460687328,2588.9732119569717,2278.6252861242765,427975.6715,5039498.233,-93.92197723,45.50529582
71014700,2351.414470694938,2181.321231202075,2360.0733322475457,2474.515928348277,2176.7808253521916,427063.9777,5037878.424,-93.93340528,45.49062285
72004200,2464.5957867322627,2278.7084312624816,2460.485568381588,2583.978596449621,2289.7725995453116,404121.4397,4935805.295,-94.20748146,44.56920407
73003700,2308.657709994424,2130.24039699918,2316.7457783743216,2428.334814086081,2134.7217369206987,397751.0421,5028102.949,-94.30642358,45.3989737
73005500,2303.8120459871375,2122.0178760089893,2309.1560571116925,2420.9820675552473,2125.5109790922675,395420.6511,5032339.061,-94.33709021,45.43674928
73011800,2152.8635092048394,1982.6833203973872,2155.7314557882737,2262.054529071509,1976.8218929471973,384321.7904,5056749.218,-94.48472037,45.6546441
73015100,2328.6591392948176,2143.462338105498,2329.165714135533,2446.914714216979,2148.684125772003,379861.9824,5021715.424,-94.53335975,45.33865555
73018300,2263.151178433511,2090.421253917383,2271.91049816922,2380.8025255371163,2094.1155104239233,374294.2786,5066770.606,-94.61596905,45.74306413
73019900,2375.7229065884353,2204.012382704101,2384.262750242522,2500.031754954173,2210.9576864317505,371265.9455,5051139.097,-94.65074174,45.60186853
73020002,2265.0775626839677,2086.029593911132,2276.2312232691784,2375.103976036631,2093.831440787196,366081.3706,5021658.678,-94.70915611,45.33564878
73020800,2410.431120840796,2238.415048629834,2418.7790421360346,2530.726042448865,2243.0204947429856,365617.5324,5056363.265,-94.72457933,45.64780027
73023300,2263.601375218476,2090.6788579185963,2268.1891264138912,2377.9876777913537,2093.55151712042,367371.0706,5060719.997,-94.70327436,45.68733475
73023700,2311.251831557816,2132.0533277889363,2321.3500733619853,2429.5693047572277,2139.462004244088,358075.5021,5036781.418,-94.81563647,45.47013032
73024100,2286.3664401735437,2115.671918844301,2289.8568066884445,2401.8140422148435,2116.2882038374582,358911.5067,5054941.152,-94.81018573,45.63367505
73025500,2093.8247957262406,1934.5899309046697,2104.9439590595825,2200.7682108203317,1943.1950006416284,352524.5737,5068186.059,-94.89611036,45.75149744
74000100,2448.2769827177203,2254.897343223386,2426.7663623358017,2568.4575152303187,2266.220300579671,495161.3889,4881325.707,-93.06043774,44.08509235
74002300,2437.7604713249575,2238.1374950791414,2416.6414856043516,2546.6340903027954,2249.529842427268,471951.8764,4859878.704,-93.34920419,43.8914761
76003300,2333.363198252071,2138.288594057524,2334.985587025891,2438.044076950865,2152.078502405409,321388.7163,5021417.658,-95.27906889,45.32352518
76005700,2290.414205125876,2105.67550803476,2294.8160644226173,2393.125554094905,2115.924838864011,311548.879,5019145.604,-95.40365205,45.300518
76008600,2378.427694979588,2206.1755767080217,2391.780815734326,2486.7174824934273,2215.079173249838,298915.6092,5029546.378,-95.56885873,45.39054191
76016900,2290.334164170826,2117.8168846794424,2303.133812754139,2392.439958507763,2125.7369864044604,258159.5169,5032939.511,-96.09048564,45.40815196
77000700,2134.1006189418213,1970.4162751009544,2140.5717801486703,2242.9821199950165,1965.5059182944017,369664.2247,5077002.678,-94.67822504,45.83426304
77000900,2203.0930336753836,2044.393118016034,2212.2218354523525,2315.1815440073337,2044.0214088751677,363651.1458,5076821.345,-94.7555632,45.83146852
77001900,2237.1457400041772,2072.311209981558,2240.8000424740794,2349.5338547627825,2067.4721679930412,370335.5102,5070130.664,-94.66773886,45.77256328
77002300,2153.9208214554,1991.8184681223483,2158.3434819664712,2262.3456243982423,1988.131606139024,364105.101,5082770.501,-94.75140105,45.88507892
77004600,2189.0454114438344,2029.0763809971336,2194.264299817989,2296.4715156727257,2016.5567807732664,364295.4341,5104601.914,-94.75514644,46.08151529
77006100,2077.577371379211,1922.962584029253,2083.6155703277705,2180.461813005948,1918.159893704454,365446.4368,5111077.219,-94.74210171,46.13999476
77021500,2124.473132449872,1964.125464570021,2133.720866694908,2232.327494892066,1966.867503864973,335804.7553,5085466.099,-95.11682474,45.90315385
80003000,1917.383895120104,1782.907251320561,1920.2515765710896,2022.4048167433132,1775.0172846076428,344445.0274,5184769.275,-95.03845584,46.7983129
80003400,2108.5670638028423,1968.6570812819057,2106.8406052456357,2224.0310158139205,1954.2972154653248,340885.3217,5183617.465,-95.08467229,46.78711444
81000300,2500.608901382344,2301.685691788304,2481.2933464404437,2615.433042149685,2314.695442361463,466518.6766,4861188.131,-93.41692913,43.90303872
81005500,2455.0189018649085,2253.2216265844504,2437.4223924643893,2574.6430744037325,2262.2072510692046,450897.104,4892756.681,-93.61437937,44.18637269
82000100,2467.444164637743,2291.0642604733057,2470.1099451913196,2602.2583091391225,2291.9289667745647,517759.3326,4975105.897,-92.77494864,44.92916217
82005400,2341.2153787757834,2169.8683042109037,2335.2272034545854,2462.3212243915764,2160.0027676598907,510979.9687,5014818.419,-92.85998713,45.28678053
82011800,2463.2577240270048,2289.4201860043386,2462.494625636853,2599.5695281760327,2287.7223491064515,503151.7742,4986796.474,-92.95998653,45.03461496
82014000,2214.8068901428483,2053.8565086850144,2215.0592021358652,2334.660211412248,2043.5151956158832,502452.0114,5002855.874,-92.96879172,45.17918054
82015300,2227.731427087767,2066.3537266295293,2229.821066014304,2349.240027695347,2059.436341987429,504536.1865,4997779.697,-92.94231126,45.13347611
82015900,2279.7885085358084,2111.180020217653,2275.9346130031577,2399.553192961501,2104.774445612203,504004.2571,5013346.026,-92.94895088,45.27360122
82016300,2447.45588138925,2270.804102606916,2448.762174264939,2582.558029745289,2265.0316892152296,499873.7606,5011883.272,-93.00160902,45.26044563
82016800,2402.561688111384,2229.585225749662,2405.226404770384,2534.9504868380236,2230.399246246391,498433.5726,5012328.165,-93.01996672,45.2644486
83004300,2543.3960787818924,2349.3475414299855,2534.555272934707,2659.098676190941,2366.8379097985185,367799.0462,4870370.473,-94.6482113,43.97458451
86001100,2287.2294872577017,2114.4504259253586,2285.956770994595,2408.199739871746,2109.755479157112,441248.7811,4999981.788,-93.74739321,45.1508677
86003200,2551.314502485866,2373.572163857826,2555.3322113488784,2690.353703908504,2383.547429622702,438242.2662,4981056.407,-93.78330656,44.98026407
86005100,2443.393597017056,2266.540424873533,2441.445970676613,2570.551111672394,2263.4954992439375,432228.4967,5007507.297,-93.86315402,45.21779337
86006300,2469.4474708184284,2296.5870882406252,2477.4838164035104,2600.5544123417026,2298.0800501896374,437826.6272,5001839.143,-93.79115482,45.16729224
86008600,2549.9076136007056,2368.051870651238,2548.155679558244,2683.255721967125,2378.3997920615607,430378.3985,4987987.722,-93.88399628,45.0419241
86009000,2488.8443935645782,2312.798943614558,2490.051009105813,2622.940673725356,2313.4262217678506,429774.1546,5001449.496,-93.89355574,45.16302946
86010600,2457.609198925437,2275.5872047782186,2463.323371571079,2586.085789632403,2289.649627397035,421553.9449,4991319.828,-93.99654655,45.07099247
86010700,2338.83636499934,2166.307423439568,2337.3165917093306,2458.821335002493,2162.394283664607,428253.6801,4999328.292,-93.91259509,45.14378448
86011400,2355.843707215054,2181.9254011189055,2360.924396317146,2479.350998785976,2186.2844615611975,423537.2926,4991665.498,-93.97140729,45.07432074
86012000,2341.662986029159,2166.931904907715,2344.371362175971,2457.7409916658926,2169.098794381513,421757.783,5006583.341,-93.99634741,45.20839193
86018400,2514.4093327258593,2334.8907847778532,2515.3550682157293,2645.562249180182,2343.0593004498996,417040.1266,4989350.763,-94.05355322,45.05275558
86018800,2496.094801214884,2315.3520406967195,2504.989834778408,2623.8867769749904,2329.089724413456,418843.3074,4985726.651,-94.03007195,45.02034602
86019900,2459.226140986468,2279.197422482425,2463.674276017117,2589.3792722031167,2291.099615465172,415820.5497,4991539.516,-94.06940585,45.072311
86020800,2434.6716614080365,2261.9101225976165,2444.37009942649,2562.486088650357,2266.507536021143,415596.1099,5009133.617,-94.07523023,45.23063301
86021700,2418.7221546933683,2242.619879642172,2420.9826426754275,2542.965156103812,2244.626223674773,412825.3431,5004158.195,-94.1096497,45.18551695
86022300,2386.682729448356,2214.9686778762607,2389.355007576016,2512.193336853955,2208.494819659921,419446.5461,5017682.85,-94.02757477,45.30802778
86022700,2368.4359140920815,2191.1882465339895,2372.7357964299713,2487.240038390627,2192.779389294742,416475.8313,5013416.87,-94.0647454,45.26928713
86022900,2463.819272121256,2288.7780140371233,2469.8927837067004,2594.1722851194963,2293.155694498931,419483.8395,5013854.564,-94.02647737,45.27357741
86023000,2463.819272121256,2288.7780140371233,2469.8927837067004,2594.1722851194963,2293.155694498931,419456.5978,5012804.493,-94.02665421,45.26412359
86023300,2234.4120030651293,2065.55031460946,2237.787011669888,2348.5869553577168,2060.675869237846,418531.5413,5018734.562,-94.03941808,45.31738753
86025000,2557.0340930606108,2378.9970312780456,2571.620414993702,2692.316689081286,2395.3714040194054,411303.6736,4992031.741,-94.12686395,45.07618938
86027100,2179.0372838336707,2005.6092453290244,2177.9914335158737,2286.4040755237643,2005.67347390449,403149.945,5008791.761,-94.23368218,45.22595393
86028100,2320.7605219161505,2148.5092756558693,2321.303226604386,2439.637211729907,2141.1828676981872,406219.0131,5018936.764,-94.19651403,45.31766978
86028200,2374.898045691291,2205.556186141646,2380.004564398231,2496.696206545414,2197.5906782974635,401877.7758,5017725.164,-94.251649080000007,45.30617265
87001600,2564.8747840588453,2367.4106260630747,2571.4838392132747,2680.1946425883725,2380.1469502348327,303108.0041,4939148.777,-95.48002721,44.57875309
